item_name,item_category,city,base_price,production_cost,fair_wage_multiplier,sustainability_score,local_demand_index,market_avg_price_city,profit_margin_standard,regulatory_adjustment,marketplace
Fiction Novel,Books,Chennai,800.8,371.39,1.22,3.3,0.7,759.34,0.29,7.86,Flipkart
Organic Rice,Groceries,Hyderabad,246.92,111.67,1.35,8.2,0.66,264.72,0.22,8.46,Offline Store
Bluetooth Speaker,Electronics,Bangalore,452.78,229.69,1.56,6.2,0.87,414.26,0.24,16.68,Own Brand Website
Wall Art,Home Decor,Mumbai,428.87,182.05,1.22,8.7,0.72,425.62,0.27,9.53,Amazon
Boots,Footwear,Jaipur,630.12,356.79,1.37,5.2,0.63,582.23,0.1,27.63,Flipkart
Sweatshirt,Clothing,Kolkata,938.86,440.63,1.23,6.6,0.92,980.35,0.29,7.8,Flipkart
Laptop,Electronics,Bangalore,438.73,223.27,1.18,9.7,0.41,409.77,0.2,22.42,Own Brand Website
Sunscreen,Cosmetics,Chennai,820.65,339.02,1.47,9.6,0.83,876.47,0.27,23.99,Offline Store
Dry Fruits,Groceries,Jaipur,1630.32,689.62,1.08,3.5,0.68,1545.95,0.11,6.91,Offline Store
Kurta,Clothing,Ahmedabad,230.2,135.42,1.13,8.9,0.95,227.49,0.21,11.5,Offline Store
Cold Pressed Oil,Groceries,Bangalore,1345.54,907.56,1.15,9.7,0.44,1282.55,0.28,19.83,Offline Store
Wall Art,Home Decor,Ahmedabad,160.21,102.68,1.4,8.2,0.41,172.16,0.26,28.94,Amazon
Doll,Toys,Delhi,876.71,487.02,1.44,3.7,0.44,839.58,0.29,5.03,Amazon
Smartphone,Electronics,Delhi,1988.54,1031.41,1.41,5.9,0.81,2167.74,0.19,9.5,Flipkart
Cold Pressed Oil,Groceries,Jaipur,521.96,250.41,1.17,3.1,0.86,540.85,0.2,8.67,Amazon
Boots,Footwear,Lucknow,177.36,91.41,1.05,3.4,0.35,188.56,0.25,12.74,Own Brand Website
Lipstick,Cosmetics,Delhi,677.38,340.93,1.36,9,0.61,629.76,0.13,6.43,Offline Store
Honey,Groceries,Mumbai,1506.69,783.14,1.55,5.2,0.82,1505.25,0.27,19.03,Amazon
Cold Pressed Oil,Groceries,Lucknow,465.54,298.1,1.05,6.5,0.43,450.46,0.18,19,Amazon
T-shirt,Clothing,Ahmedabad,773.66,459.12,1.15,8.5,0.69,750.72,0.21,15.1,Flipkart
Wall Art,Home Decor,Chennai,1762.33,993.79,1.48,8.6,0.78,1850.73,0.14,26.78,Flipkart
Jacket,Clothing,Lucknow,1444.83,601.32,1.41,6.4,0.39,1437.05,0.28,26.9,Flipkart
Kurta,Clothing,Chennai,264.1,140.54,1.33,7.8,0.8,281.45,0.22,27.06,Amazon
Organic Rice,Groceries,Bangalore,1157.36,470.96,1.3,4.1,0.67,1199.21,0.24,17.26,Amazon
Kurta,Clothing,Mumbai,1462.12,635,1.57,8.9,0.86,1325.57,0.15,7.48,Own Brand Website
Wall Art,Home Decor,Mumbai,1744.26,1090.11,1.1,5.8,0.63,1819.31,0.16,12.26,Own Brand Website
Sneakers,Footwear,Hyderabad,1110.13,619.09,1.11,8,0.42,1187.81,0.25,29.52,Amazon
Flip Flops,Footwear,Jaipur,425.05,290.46,1.45,9.2,0.32,409.83,0.11,9.55,Offline Store
Electric Kettle,Kitchen Appliances,Mumbai,1780.11,931.44,1.42,6.4,0.61,1833.44,0.19,5.52,Offline Store
Fiction Novel,Books,Pune,1620.98,781.37,1.42,7.6,0.39,1512.26,0.19,13.54,Offline Store
Sneakers,Footwear,Chennai,619.45,305.25,1.19,3.8,0.36,666.53,0.26,17.36,Amazon
Honey,Groceries,Hyderabad,707.63,428.83,1.11,3.7,0.39,734.81,0.26,18.41,Own Brand Website
Bluetooth Speaker,Electronics,Pune,420.45,210.66,1.5,6.6,0.59,433.83,0.17,5.11,Amazon
Treadmill,Fitness Equipment,Delhi,1887.46,1157.34,1.58,9,0.54,1841.64,0.13,25.18,Own Brand Website
Sunscreen,Cosmetics,Ahmedabad,1277.45,609.01,1.58,8.4,0.87,1194.17,0.22,29.77,Amazon
Lipstick,Cosmetics,Kolkata,763.96,398.03,1.35,3.3,0.45,736.9,0.1,12.89,Flipkart
Toaster,Kitchen Appliances,Delhi,1136.08,461,1.34,8.6,0.39,1240.92,0.18,15.96,Amazon
Sneakers,Footwear,Delhi,1078.11,558.41,1.41,4.2,0.9,1157.53,0.23,24.73,Amazon
Self-Help Book,Books,Ahmedabad,1446.2,784.29,1.14,5.3,0.87,1494.17,0.27,26.95,Amazon
Green Tea,Groceries,Kolkata,1101.81,585.02,1.29,6.1,0.92,1024.75,0.13,14.68,Flipkart
Organic Rice,Groceries,Mumbai,1623.57,1064.53,1.5,7.1,0.86,1523.81,0.22,13.21,Offline Store
Smartwatch,Electronics,Kolkata,618.89,266.06,1.25,3.2,0.53,615.77,0.17,24.28,Amazon
Dry Fruits,Groceries,Bangalore,633.42,267.6,1.16,8.7,0.71,643.21,0.21,23.73,Own Brand Website
Formal Shoes,Footwear,Delhi,472.95,218.94,1.12,5.4,0.48,512.22,0.1,16.85,Amazon
Board Game,Toys,Ahmedabad,1488.24,1000.07,1.58,3.5,0.43,1636.77,0.16,6.39,Amazon
Foundation,Cosmetics,Mumbai,1874.02,976.4,1.21,4.1,0.58,1824.47,0.28,10.3,Offline Store
Face Wash,Cosmetics,Mumbai,264.29,127.64,1.35,5.3,0.5,258.9,0.27,21.57,Own Brand Website
Formal Shoes,Footwear,Chennai,1101.64,573.82,1.09,9.2,0.38,1032.56,0.19,8.5,Amazon
Air Fryer,Kitchen Appliances,Pune,1316.17,721.65,1.32,9.8,0.74,1377.25,0.22,11.49,Amazon
Resistance Bands,Fitness Equipment,Lucknow,219.69,124.85,1.3,3.9,0.86,219.55,0.19,15.43,Flipkart
Formal Shoes,Footwear,Hyderabad,1501.74,624.02,1.17,9.3,0.33,1535,0.15,18.51,Offline Store
T-shirt,Clothing,Mumbai,1109.11,662,1.14,7.5,0.81,1037.18,0.26,8.04,Flipkart
Headphones,Electronics,Delhi,599.28,304.76,1.22,8.1,0.47,629.33,0.11,12.96,Own Brand Website
T-shirt,Clothing,Lucknow,1834.26,945.86,1.31,8.3,0.33,1907.85,0.11,18.81,Amazon
Perfume,Cosmetics,Ahmedabad,1261.86,559.5,1.52,7,0.4,1352.94,0.26,21.77,Amazon
Dumbbells,Fitness Equipment,Bangalore,870.42,477.21,1.44,5.1,0.69,891.67,0.14,8.22,Offline Store
Organic Rice,Groceries,Kolkata,413.11,167.87,1.46,8.7,0.82,448.64,0.12,28.27,Own Brand Website
Dumbbells,Fitness Equipment,Kolkata,1053.52,545.73,1.13,6.4,0.74,966.9,0.3,27.92,Own Brand Website
Curtain,Home Decor,Kolkata,1785.76,933.72,1.52,3.9,0.89,1912.43,0.22,21.56,Amazon
Sunscreen,Cosmetics,Pune,766.36,524.69,1.09,9.2,0.47,813.12,0.11,11.11,Own Brand Website
Sunscreen,Cosmetics,Hyderabad,475.82,329.97,1.17,5.6,0.49,522.06,0.22,13.99,Offline Store
Resistance Bands,Fitness Equipment,Pune,1825.01,1117.21,1.44,6.4,0.62,1909.23,0.1,15.93,Own Brand Website
Mixer Grinder,Kitchen Appliances,Delhi,1964.36,1171,1.26,4.2,0.53,1956.47,0.23,29.58,Amazon
Sneakers,Footwear,Bangalore,1042.69,530.81,1.19,8.4,0.6,1089.64,0.16,14.28,Flipkart
Board Game,Toys,Chennai,1915.87,900.52,1.23,6.6,0.64,1749.78,0.29,12.57,Flipkart
Kurta,Clothing,Ahmedabad,202.05,96.27,1.27,4.6,0.4,202.33,0.26,22.62,Offline Store
Doll,Toys,Jaipur,908.33,397.09,1.58,5.4,0.37,878.62,0.24,11.28,Flipkart
Biography,Books,Ahmedabad,447.59,214.43,1.35,9.1,0.39,415.7,0.19,8.13,Amazon
Kurta,Clothing,Mumbai,1960.39,1300.9,1.09,9.3,0.48,1890.97,0.17,6.75,Flipkart
Organic Rice,Groceries,Jaipur,1579.38,718.23,1.16,8.4,0.34,1527.56,0.21,7.89,Flipkart
Sneakers,Footwear,Hyderabad,908.25,459.69,1.23,4.9,0.52,888.62,0.13,10.19,Flipkart
Bluetooth Speaker,Electronics,Ahmedabad,1829.94,1250.5,1.6,6.4,0.39,1897.2,0.29,5.78,Flipkart
Sweatshirt,Clothing,Bangalore,141.88,82.82,1.07,5.7,0.55,130.5,0.25,7.72,Flipkart
Biography,Books,Delhi,620.35,383.48,1.39,6.3,0.33,652.99,0.27,7.55,Offline Store
Lipstick,Cosmetics,Delhi,1973.78,995.21,1.28,5.9,0.71,2002.67,0.21,24.53,Offline Store
Perfume,Cosmetics,Kolkata,1863.16,1204.58,1.45,3.4,0.46,1715.92,0.27,21.3,Amazon
Sunscreen,Cosmetics,Pune,163.8,101.06,1.24,6.8,0.68,152.74,0.18,15.66,Amazon
Toaster,Kitchen Appliances,Lucknow,1268.3,845.82,1.39,7.8,0.73,1162.89,0.16,15.04,Offline Store
Smartphone,Electronics,Mumbai,944.38,616.3,1.34,8.7,0.89,981.39,0.12,10.02,Own Brand Website
Jeans,Clothing,Lucknow,1673.35,952.36,1.33,9.8,0.54,1519.72,0.15,12.12,Amazon
Dumbbells,Fitness Equipment,Ahmedabad,1073.61,431.75,1.59,3.4,0.45,1110.64,0.3,17.8,Offline Store
Board Game,Toys,Pune,749.39,336.28,1.55,3.4,0.35,684.01,0.19,28.28,Amazon
Toaster,Kitchen Appliances,Hyderabad,1155.99,585.39,1.18,6.6,0.59,1062,0.1,19.88,Flipkart
Table Clock,Home Decor,Lucknow,1730.93,1008.53,1.23,4.1,0.78,1800.91,0.27,29.57,Own Brand Website
Kurta,Clothing,Pune,313.02,150.05,1.24,6.8,0.33,298.98,0.26,6.21,Offline Store
Remote Car,Toys,Mumbai,1653.96,753.2,1.22,8,0.8,1558.3,0.18,11.05,Own Brand Website
Sneakers,Footwear,Jaipur,1075.26,640.55,1.2,6.2,0.65,1057.84,0.2,8.6,Amazon
Jacket,Clothing,Mumbai,176.93,74.12,1.59,3.5,0.55,187.25,0.27,11.71,Amazon
Microwave Oven,Kitchen Appliances,Mumbai,1315.99,812.21,1.55,9.2,0.58,1326.87,0.26,19.97,Offline Store
Dumbbells,Fitness Equipment,Kolkata,776.5,531.99,1.6,9.5,0.52,736.48,0.2,24.62,Amazon
Exercise Bike,Fitness Equipment,Mumbai,613.26,320.11,1.13,7.9,0.78,612.72,0.25,21.11,Own Brand Website
Boots,Footwear,Chennai,1865.91,1074.71,1.25,8.1,0.34,1857.08,0.29,22.63,Own Brand Website
Headphones,Electronics,Lucknow,1997.37,1034.35,1.27,3.4,0.53,1854.04,0.18,5.05,Own Brand Website
Laptop,Electronics,Chennai,932.65,635.83,1.47,4.7,0.48,897.06,0.12,29.8,Flipkart
Fiction Novel,Books,Pune,1368.91,850.82,1.43,6.3,0.83,1297.11,0.18,13.15,Amazon
Sneakers,Footwear,Bangalore,1909.99,786.36,1.09,9.7,0.75,1961.9,0.26,27.92,Amazon
Remote Car,Toys,Delhi,1802.7,1202.3,1.51,3.8,0.71,1799.49,0.26,28.88,Amazon
Mixer Grinder,Kitchen Appliances,Chennai,792.49,496.44,1.17,6,0.77,727.05,0.27,27.93,Flipkart
Biography,Books,Jaipur,1756.86,703.14,1.49,9.3,0.94,1592.96,0.21,27.05,Own Brand Website
Yoga Mat,Fitness Equipment,Hyderabad,1489,977.23,1.43,3.2,0.87,1524.06,0.15,22,Flipkart
Smartwatch,Electronics,Ahmedabad,1077.35,662.8,1.31,3.7,0.89,1116.76,0.24,24.19,Own Brand Website
Yoga Mat,Fitness Equipment,Delhi,1073.37,659.22,1.17,6.3,0.75,1138.83,0.29,26.52,Offline Store
Biography,Books,Kolkata,178.91,81.05,1.42,3.6,0.95,177.88,0.24,6.2,Own Brand Website
T-shirt,Clothing,Chennai,917.84,433.11,1.11,7.7,0.93,882.06,0.29,5.08,Flipkart
Puzzle,Toys,Hyderabad,1359.49,760.23,1.25,5.9,0.69,1375.27,0.2,29.57,Amazon
Boots,Footwear,Kolkata,1560.37,707.7,1.55,6.4,0.31,1649.62,0.17,29.97,Flipkart
Perfume,Cosmetics,Kolkata,1133.31,545.24,1.46,4.9,0.32,1041.83,0.23,10.35,Amazon
Microwave Oven,Kitchen Appliances,Jaipur,551.79,245.37,1.19,8.3,0.63,520.45,0.15,14.46,Offline Store
Jeans,Clothing,Lucknow,1993.05,901.21,1.49,9.1,0.92,2034.82,0.12,5.58,Amazon
Rug,Home Decor,Ahmedabad,941.52,475.67,1.52,7.2,0.85,954.79,0.15,9.99,Own Brand Website
Toaster,Kitchen Appliances,Ahmedabad,851.07,347.91,1.32,4.9,0.33,846.74,0.23,7.52,Own Brand Website
Biography,Books,Kolkata,1256.27,857.88,1.26,9.9,0.81,1133.06,0.29,17.75,Flipkart
Sneakers,Footwear,Kolkata,1241.07,723.25,1.27,6.1,0.64,1356.64,0.14,27.87,Flipkart
Dry Fruits,Groceries,Chennai,1954.12,1030.71,1.19,6.2,0.37,2079.74,0.16,12.61,Flipkart
Dumbbells,Fitness Equipment,Ahmedabad,1379.46,784.07,1.37,6.4,0.59,1328.62,0.16,29.85,Amazon
Mixer Grinder,Kitchen Appliances,Bangalore,865.56,477.87,1.27,8.1,0.41,788.01,0.29,18.39,Amazon
Doll,Toys,Mumbai,1146.2,619.02,1.08,7.7,0.67,1064.27,0.2,10.84,Amazon
Rug,Home Decor,Jaipur,1316.14,790.17,1.21,3.7,0.82,1352.06,0.22,19.95,Amazon
T-shirt,Clothing,Mumbai,1466.56,687.12,1.27,4.6,0.35,1585.85,0.11,6.15,Flipkart
Lipstick,Cosmetics,Jaipur,711.83,352.81,1.07,8.4,0.38,653.23,0.12,21.11,Flipkart
Curtain,Home Decor,Delhi,421.51,241.75,1.16,8.9,0.42,415.59,0.21,27,Offline Store
Sweatshirt,Clothing,Lucknow,508.71,298.17,1.07,8.4,0.64,553.99,0.26,15.02,Amazon
Resistance Bands,Fitness Equipment,Kolkata,889.99,357.73,1.51,8.6,0.67,867.82,0.26,20.26,Offline Store
Air Fryer,Kitchen Appliances,Kolkata,460.68,217.76,1.38,7.7,0.37,491.98,0.2,10,Amazon
Biography,Books,Delhi,1174.37,778.47,1.08,4.5,0.67,1057.37,0.14,10.92,Amazon
Remote Car,Toys,Chennai,1779.75,991.79,1.4,3,0.55,1760.95,0.27,9.87,Own Brand Website
Honey,Groceries,Mumbai,224.01,145.04,1.17,7.8,0.36,231.74,0.18,28.2,Own Brand Website
Table Clock,Home Decor,Chennai,480.8,202,1.34,9.4,0.43,513,0.17,7.48,Offline Store
Smartwatch,Electronics,Bangalore,1220.66,679.4,1.51,3.7,0.72,1250.06,0.3,13.2,Flipkart
Sunscreen,Cosmetics,Ahmedabad,184.73,96.68,1.31,5.6,0.71,176.08,0.14,16.32,Flipkart
Fiction Novel,Books,Mumbai,1481.23,988.63,1.42,5.6,0.79,1389.05,0.25,17.02,Own Brand Website
Organic Rice,Groceries,Bangalore,614.53,373.44,1.28,7.3,0.73,601.4,0.3,16.43,Offline Store
Jeans,Clothing,Jaipur,1969.8,926.91,1.14,7.4,0.66,1985.68,0.3,5.03,Own Brand Website
Textbook,Books,Kolkata,961.67,473.22,1.29,9.6,0.83,904.29,0.24,19.49,Flipkart
Headphones,Electronics,Lucknow,875.38,439.96,1.38,6.3,0.66,923.17,0.29,15.27,Own Brand Website
Children Book,Books,Jaipur,910.39,593.75,1.12,8.6,0.55,894.94,0.16,8.07,Offline Store
Honey,Groceries,Lucknow,1516.03,1015.2,1.33,4.3,0.5,1390.01,0.27,18.02,Flipkart
Table Clock,Home Decor,Ahmedabad,1959.51,1237.86,1.45,6.1,0.53,1871.7,0.3,10.77,Own Brand Website
Formal Shoes,Footwear,Lucknow,378.8,205.04,1.33,4.2,0.53,363.08,0.25,17.21,Amazon
Mixer Grinder,Kitchen Appliances,Bangalore,1576.84,674.25,1.22,5.1,0.6,1546.25,0.15,25.45,Flipkart
Electric Kettle,Kitchen Appliances,Jaipur,1822.75,1152.94,1.44,7.1,0.52,1975.3,0.23,27.24,Offline Store
Fiction Novel,Books,Chennai,960.5,502.95,1.09,5.4,0.55,959.39,0.2,27.95,Own Brand Website
Green Tea,Groceries,Hyderabad,1063.89,695.35,1.12,7,0.65,990.66,0.15,17.51,Offline Store
Rug,Home Decor,Mumbai,1090.38,730.58,1.14,5.1,0.46,1152.01,0.14,27.47,Amazon
Electric Kettle,Kitchen Appliances,Ahmedabad,1868.04,809.97,1.17,5.7,0.86,1726.79,0.17,22.53,Own Brand Website
Rug,Home Decor,Lucknow,1473.91,747.16,1.58,5.5,0.7,1507.92,0.26,13.92,Own Brand Website
Remote Car,Toys,Hyderabad,879.58,462.19,1.08,8.1,0.8,935.98,0.24,19.81,Amazon
Microwave Oven,Kitchen Appliances,Chennai,1172.07,695.17,1.05,6.1,0.33,1169.34,0.13,5.23,Flipkart
Yoga Mat,Fitness Equipment,Mumbai,1487.88,909.63,1.26,3.5,0.93,1383.97,0.2,11.8,Flipkart
Honey,Groceries,Bangalore,351.48,194.66,1.16,5.5,0.69,343.53,0.2,10.8,Offline Store
Electric Kettle,Kitchen Appliances,Bangalore,1422.41,839.74,1.43,5.4,0.91,1457.7,0.13,29.38,Flipkart
Dry Fruits,Groceries,Delhi,1180.91,719.79,1.25,6.1,0.78,1267.2,0.29,29.75,Own Brand Website
Laptop,Electronics,Delhi,1230.97,524.68,1.37,4.4,0.72,1190.51,0.2,21.52,Offline Store
Remote Car,Toys,Mumbai,1825.8,1164.53,1.06,4.1,0.86,1914.62,0.13,19.72,Offline Store
T-shirt,Clothing,Mumbai,1216.42,769.36,1.5,7.7,0.76,1256.97,0.13,22.11,Offline Store
Textbook,Books,Jaipur,995.14,689.97,1.44,5.6,0.89,941.48,0.19,6.59,Offline Store
Microwave Oven,Kitchen Appliances,Chennai,1294.55,734.74,1.33,4.4,0.62,1283.98,0.1,9.06,Flipkart
Boots,Footwear,Kolkata,1813.6,1154.69,1.12,9.8,0.6,1904.28,0.21,24.11,Flipkart
Dumbbells,Fitness Equipment,Jaipur,1358.63,569.99,1.55,8.4,0.44,1284.28,0.24,22.52,Own Brand Website
Organic Rice,Groceries,Chennai,265.42,178.23,1.46,9.9,0.58,243.45,0.28,25.32,Own Brand Website
Sneakers,Footwear,Hyderabad,100.42,56.14,1.05,5.5,0.87,103.91,0.27,18.93,Offline Store
Table Clock,Home Decor,Hyderabad,1570.91,857.49,1.33,7.2,0.39,1615.98,0.27,8.99,Own Brand Website
Biography,Books,Lucknow,816,551.69,1.22,9.1,0.72,872.05,0.13,24.68,Amazon
Mixer Grinder,Kitchen Appliances,Chennai,156.42,81.08,1.2,7.5,0.8,151.57,0.27,18.79,Own Brand Website
Exercise Bike,Fitness Equipment,Pune,1530.65,945.24,1.13,8.1,0.84,1388.31,0.13,18.01,Amazon
Perfume,Cosmetics,Pune,211.79,107.98,1.51,3.7,0.39,195.66,0.21,12.6,Own Brand Website
Lamp,Home Decor,Jaipur,1651.04,948.78,1.42,5.2,0.62,1608.33,0.2,22.21,Flipkart
Bluetooth Speaker,Electronics,Hyderabad,956.58,401.77,1.25,9.2,0.84,1020.27,0.14,6.98,Amazon
Action Figure,Toys,Ahmedabad,1645.22,986.78,1.33,7.8,0.91,1523.18,0.13,19.75,Amazon
Yoga Mat,Fitness Equipment,Chennai,1442.93,855.77,1.19,7.4,0.66,1305.61,0.22,16.28,Offline Store
Toaster,Kitchen Appliances,Mumbai,1721.29,1026.92,1.35,9.3,0.73,1635.42,0.19,21.81,Amazon
Sneakers,Footwear,Jaipur,1659.32,804.78,1.45,7.8,0.4,1544.13,0.2,15.28,Flipkart
Curtain,Home Decor,Kolkata,353.8,150.82,1.54,4.3,0.54,351.41,0.12,8.45,Amazon
Perfume,Cosmetics,Jaipur,1098.32,669.77,1.51,9,0.65,1051.49,0.22,20.57,Flipkart
Treadmill,Fitness Equipment,Kolkata,645.12,387.18,1.15,5.1,0.9,646.41,0.13,21.71,Own Brand Website
Headphones,Electronics,Hyderabad,536.46,220.19,1.53,6,0.81,574.49,0.21,7.42,Flipkart
Doll,Toys,Jaipur,708.42,337.12,1.38,5.9,0.57,730.32,0.11,8.31,Amazon
Dry Fruits,Groceries,Chennai,1788.2,1163.84,1.57,4.5,0.52,1649.38,0.23,24.54,Flipkart
Sneakers,Footwear,Ahmedabad,1273.92,737.53,1.49,3.6,0.78,1373.94,0.23,22.1,Own Brand Website
Table Clock,Home Decor,Bangalore,1322.01,855.53,1.27,9,0.48,1220.26,0.11,7.46,Amazon
Table Clock,Home Decor,Kolkata,966.9,559.41,1.4,7,0.43,1037.62,0.14,25.64,Amazon
Kurta,Clothing,Jaipur,1456.9,738.03,1.28,8.7,0.94,1382.07,0.24,6.86,Offline Store
Remote Car,Toys,Kolkata,253.59,135.75,1.06,9.4,0.55,247.57,0.17,12.47,Own Brand Website
T-shirt,Clothing,Kolkata,277.24,161.42,1.19,5.4,0.52,268.35,0.28,16.77,Flipkart
Boots,Footwear,Pune,1068.96,679.02,1.22,8.3,0.42,1113.5,0.13,22.22,Amazon
Rug,Home Decor,Ahmedabad,990.8,415.72,1.38,7.8,0.43,1077.06,0.15,12.78,Flipkart
Rug,Home Decor,Delhi,1498.36,689.4,1.56,7.5,0.79,1384.18,0.26,19.22,Own Brand Website
Face Wash,Cosmetics,Ahmedabad,1562.12,658.41,1.38,7.8,0.62,1666.88,0.29,10.57,Own Brand Website
Bluetooth Speaker,Electronics,Delhi,215.27,136.03,1.31,3.4,0.36,203.55,0.1,16.75,Offline Store
Lamp,Home Decor,Lucknow,803.57,332.45,1.18,8.2,0.82,723.86,0.12,29.96,Own Brand Website
Biography,Books,Delhi,1332.63,806.86,1.26,6.5,0.63,1292.09,0.24,19.32,Own Brand Website
Microwave Oven,Kitchen Appliances,Chennai,1893.02,761.08,1.54,9.6,0.4,1787.75,0.11,10.88,Flipkart
Textbook,Books,Jaipur,1314.65,611.37,1.52,9.4,0.32,1316.47,0.1,20.48,Own Brand Website
Smartwatch,Electronics,Jaipur,760.17,496.97,1.55,6.5,0.92,815.93,0.12,13.9,Flipkart
Puzzle,Toys,Ahmedabad,746.84,366.77,1.49,5.1,0.55,684.97,0.2,7.93,Offline Store
Wall Art,Home Decor,Pune,1751.34,1120,1.22,3,0.35,1652.55,0.2,23.28,Amazon
Dry Fruits,Groceries,Mumbai,287.97,176.38,1.35,7.3,0.9,314.06,0.25,22.32,Amazon
Puzzle,Toys,Delhi,1549.21,932.48,1.06,10,0.71,1545.7,0.19,10.86,Offline Store
Organic Rice,Groceries,Mumbai,1006.25,623.91,1.19,8.9,0.44,1078.37,0.22,25.94,Amazon
Dumbbells,Fitness Equipment,Kolkata,892.2,442.87,1.43,5.5,0.92,935.12,0.19,9.34,Offline Store
Microwave Oven,Kitchen Appliances,Kolkata,1157.43,669.81,1.58,8.2,0.46,1102.31,0.22,7.98,Offline Store
Sunscreen,Cosmetics,Jaipur,1421.44,602.34,1.37,9.9,0.87,1519.33,0.25,28.22,Flipkart
Toaster,Kitchen Appliances,Ahmedabad,1866.87,837.56,1.18,9.5,0.48,1821.96,0.11,27.48,Offline Store
Textbook,Books,Chennai,237.11,132.52,1.17,3.2,0.49,244.89,0.12,26.28,Amazon
Foundation,Cosmetics,Chennai,1414.39,590.54,1.27,8.7,0.91,1450.86,0.24,26.92,Offline Store
Bluetooth Speaker,Electronics,Kolkata,963.51,589.85,1.37,7.9,0.87,1019.37,0.13,28.3,Amazon
Rug,Home Decor,Chennai,194.99,122.26,1.21,8.5,0.31,184.09,0.12,23.81,Amazon
Perfume,Cosmetics,Bangalore,468.68,317.9,1.28,8,0.84,511.16,0.19,21.78,Offline Store
Boots,Footwear,Kolkata,792.14,384.24,1.43,5.8,0.67,744.39,0.24,29.23,Flipkart
Dumbbells,Fitness Equipment,Pune,1121.87,623.77,1.52,4.1,0.56,1048.66,0.21,20.41,Offline Store
Boots,Footwear,Bangalore,1836.5,1192.38,1.41,8.4,0.71,1862.54,0.11,5.61,Offline Store
Sandals,Footwear,Kolkata,1719.15,833.07,1.24,6.1,0.33,1877.86,0.12,29.2,Own Brand Website
Jeans,Clothing,Chennai,1444.98,986.81,1.08,6.1,0.92,1487.3,0.21,21.79,Flipkart
Resistance Bands,Fitness Equipment,Kolkata,453.9,283.14,1.2,5,0.69,410.43,0.11,5.4,Own Brand Website
Formal Shoes,Footwear,Pune,1556.89,635.33,1.1,7.2,0.61,1515.18,0.17,26.49,Own Brand Website
Foundation,Cosmetics,Mumbai,247.95,168.07,1.18,6.4,0.92,254.83,0.15,29.56,Own Brand Website
Action Figure,Toys,Kolkata,1647.61,814.3,1.38,6.9,0.7,1523.19,0.23,10.35,Own Brand Website
Dry Fruits,Groceries,Pune,706.68,398.3,1.17,9.2,0.57,659.4,0.11,24.54,Own Brand Website
Microwave Oven,Kitchen Appliances,Lucknow,1673.78,709.69,1.35,7.6,0.89,1522.56,0.17,7.98,Amazon
Headphones,Electronics,Ahmedabad,914.41,467.86,1.38,7.7,0.93,852.75,0.26,26.15,Offline Store
Dumbbells,Fitness Equipment,Ahmedabad,1173.63,746.82,1.24,3.2,0.4,1095.56,0.28,28.95,Amazon
Green Tea,Groceries,Jaipur,864.97,516.3,1.22,6.1,0.7,926.59,0.19,22.47,Own Brand Website
Perfume,Cosmetics,Ahmedabad,572.61,285.49,1.17,9.1,0.38,603.53,0.23,21.25,Amazon
Flip Flops,Footwear,Hyderabad,1766.19,987.73,1.09,9.5,0.52,1600.09,0.21,13.96,Own Brand Website
Green Tea,Groceries,Mumbai,1832.36,1013.68,1.08,4.7,0.45,1929.13,0.11,13.14,Flipkart
Exercise Bike,Fitness Equipment,Ahmedabad,1374.44,802.69,1.41,6.9,0.41,1422.36,0.29,6.03,Flipkart
Electric Kettle,Kitchen Appliances,Chennai,787.48,383.88,1.13,4.9,0.32,809.96,0.22,17.59,Own Brand Website
Face Wash,Cosmetics,Mumbai,696.66,482.69,1.39,9.2,0.5,732.22,0.1,21.92,Flipkart
Treadmill,Fitness Equipment,Jaipur,1521.52,731.81,1.6,6.5,0.54,1425.66,0.13,10.17,Amazon
Dry Fruits,Groceries,Jaipur,1118.68,627.54,1.34,9,0.3,1066.53,0.28,7.5,Offline Store
Exercise Bike,Fitness Equipment,Lucknow,470.01,234.08,1.5,7.1,0.66,509.96,0.2,28.68,Amazon
Toaster,Kitchen Appliances,Pune,354.86,184.5,1.5,4.1,0.41,346.47,0.29,9.55,Flipkart
Green Tea,Groceries,Ahmedabad,1915.69,1152.47,1.31,3.1,0.64,1883.38,0.26,18.98,Flipkart
Dry Fruits,Groceries,Ahmedabad,1950.13,845.53,1.55,5.7,0.63,2087.89,0.24,28.65,Amazon
Bluetooth Speaker,Electronics,Ahmedabad,1970.86,1167.66,1.36,4.8,0.48,1873.8,0.26,20.39,Offline Store
Rug,Home Decor,Jaipur,1497.95,965.99,1.54,4,0.87,1541.61,0.28,28.22,Amazon
Boots,Footwear,Delhi,910.61,559.35,1.5,4.8,0.62,866.77,0.12,22.45,Offline Store
Lipstick,Cosmetics,Ahmedabad,1187.32,617.39,1.17,4.3,0.48,1301.81,0.29,26.12,Flipkart
Biography,Books,Delhi,229.94,149.36,1.47,9.6,0.6,230.63,0.21,18.65,Flipkart
Toaster,Kitchen Appliances,Hyderabad,696.11,312.15,1.44,9.4,0.73,741.93,0.2,17.63,Amazon
Organic Rice,Groceries,Hyderabad,1972.4,1377.45,1.38,5.6,0.54,2040.2,0.14,29.51,Amazon
Yoga Mat,Fitness Equipment,Pune,1454.68,652.19,1.25,4.6,0.36,1496.82,0.12,14.9,Offline Store
